"person","age","networthb","time","industry"
"Alfredo Egydio Arruda Villela Filho",45,1.7,2015,"banking"
"Ana Lucia de Mattos Barretto Villela",41,1.7,2015,"banking"
"Jaime Botin",78,1.7,2015,"banking"
"Peter Peterson",87,1.7,2014,"Blackstone Group"
"Ralph Sonnenberg & family",79,1.7,2014,"blinds"
"Thomas Secunda",59,1.7,2014,"Bloomberg"
"Lee Joong-Keun",73,1.7,2014,"Booyoung"
"Angela Leong",53,1.7,2015,"casinos"
"Dieter Schnabel",69,1.7,2015,"chemicals"
"Jim Justice, II.",63,1.7,2015,"coal"
"Mikhail Balakin",53,1.7,2015,"construction"
"Huang Zhenda",67,1.7,2015,"construction"
"Boris Rotenberg",57,1.7,2014,"construction, pipes, chemicals"
"Murdaya Poo",74,1.7,2015,"diversified"
"Zhang Hongwei",59,1.7,2014,"diversified"
"Domenico Dolce",56,1.7,2015,"Dolce & Gabbana"
"Stefano Gabbana",52,1.7,2015,"Dolce & Gabbana"
"Stelios Haji-Ioannou",48,1.7,2015,"EasyJet"
"Ranjan Pai",42,1.7,2015,"education"
"Huang Li",50,1.7,2014,"electric equipment"
"Vincent Viola",59,1.7,2015,"electronic trading"
"Lin Xiucheng & family",58,1.7,2014,"electronics"
"Koo Bon-Moo",70,1.7,2015,"electronics/chemicals/household products"
"Ian Wood",72,1.7,2015,"energy services"
"Pier Luigi Loro Piana",62,1.7,2014,"fashion"
"Tony Tan Caktiong & family",61,1.7,2014,"fast food"
"Gerald Schwartz",73,1.7,2015,"finance"
"Jeffrey Lorberbaum",59,1.7,2014,"flooring"
"Ahsen Ozokur",64,1.7,2015,"food manufacturing"
"Eric Lefkofsky",45,1.7,2015,"Groupon"
"B.R. Shetty",73,1.7,2015,"healthcare"
"Marc Lasry",53,1.7,2014,"hedge funds"
"Louis Bacon",56,1.7,2015,"hedge funds"
"Chen Bang",49,1.7,2015,"hospitals"
"Dulce Pugliese de Godoy Bueno",67,1.7,2015,"hospitals, health care"
"Gabriel Escarrer",79,1.7,2014,"hotels"
"Chung Mong-Joon",62,1.7,2014,"Hyundai"
"Rolf Gerling",59,1.7,2014,"insurance"
"Arkady Volozh",50,1.7,2014,"internet"
"Lin Li",51,1.7,2015,"investments"
"Lirio Parisotto",61,1.7,2015,"investments"
"Thaksin Shinawatra",65,1.7,2015,"investments"
"Karl Scheufele, III.",76,1.7,2015,"jewelry"
"Joe Jamail, Jr.",89,1.7,2015,"lawsuits"
"Kerry Stokes",73,1.7,2014,"media, mining"
"Igor Altushkin",43,1.7,2014,"metals"
"Alexander Machkevich",60,1.7,2014,"mining, metals"
"Alijan Ibragimov",60,1.7,2014,"mining, metals"
"Patokh Chodiev",61,1.7,2014,"mining, metals"
"Mario Gabelli",72,1.7,2015,"money management"
"W. Herbert Hunt",86,1.7,2015,"oil"
"Nikolai Buinov",47,1.7,2015,"oil & gas"
"Karel Komarek",45,1.7,2015,"oil and gas"
"Oon Kuin Lim",71,1.7,2015,"oil trading"
"Sid Bass",72,1.7,2015,"oil, investments"
"Andrei Kosogov",53,1.7,2014,"oil, telecom, banking"
"Zhou Yahui",38,1.7,2015,"online games"
"Martua Sitorus",55,1.7,2015,"palm oil"
"Martua Sitorus",54,1.7,2014,"palm oil"
"Torsten Toeller",48,1.7,2015,"pet food"
"Tseng Shin-Yi",87,1.7,2015,"petrochemicals"
"Aziz Akhannouch",54,1.7,2015,"petroleum, diversified"
"Jiang Wei",53,1.7,2015,"pharmaceuticals"
"Wang Junmin",45,1.7,2014,"pharmaceuticals"
"Gavril Yushvaev",56,1.7,2014,"precious metals, real estate"
"Huang Bingwen & family",60,1.7,2014,"printing"
"Richard Desmond",63,1.7,2015,"publishing"
"Pham Nhat Vuong",46,1.7,2015,"real estate"
"Thongma Vijitpongpun",56,1.7,2015,"real estate"
"Vincent Lo",66,1.7,2015,"real estate"
"Huang Wei",54,1.7,2014,"real estate"
"Huang Hongyun",48,1.7,2015,"real estate"
"Jiang Zhaobai",51,1.7,2015,"real estate"
"Katsumi Tada",68,1.7,2014,"real estate"
"Tom Morris",60,1.7,2015,"retail"
"Akio Nitori",71,1.7,2015,"retail"
"Lee Myung-Hee",70,1.7,2014,"retailer"
"Alexander Samwer",40,1.7,2015,"Rocket Internet"
"Hans-Werner Hector",75,1.7,2015,"SAP"
"Henry Nicholas, III.",55,1.7,2015,"semiconductors"
"Irwin Jacobs",81,1.7,2015,"semiconductors"
"Tsai Ming-Kai",64,1.7,2015,"semiconductors"
"Aldo Bensadoun",76,1.7,2015,"shoes"
"Ravi Jaipuria",60,1.7,2015,"soft drinks"
"N.R. Narayana Murthy & family",67,1.7,2014,"software services"
"Shen Wenrong",69,1.7,2015,"steel production"
"J. Joe Ricketts",73,1.7,2015,"TD Ameritrade"
"Marc Samwer",44,1.7,2015,"tech startups"
"Oliver Samwer",41,1.7,2015,"tech startups"
"Keeree Kanjanapas",65,1.7,2015,"transportation"
"Joop van den Ende",72,1.7,2014,"TV"
"Jiang Rensheng",61,1.7,2015,"vaccine production"
"Mark Stevens",55,1.7,2015,"venture capital"
"Vinod Khosla",60,1.7,2015,"venture capital"
"Jon Yarbrough",57,1.7,2015,"video games"
"Dan Snyder",50,1.7,2015,"Washington Redskins"
"Rosely Schweizer",73,1.65,2014,"consumer goods"
"Richard Oetker",63,1.65,2014,"consumer goods"
"Carl Ferdinand Oetker",41,1.65,2014,"consumer goods"
"Bergit Douglas",67,1.65,2014,"consumer goods"
"Christian Oetker",65,1.65,2014,"consumer goods"
"August Oetker",70,1.65,2014,"consumer goods"
"Alfred Oetker",47,1.65,2014,"consumer goods"
"Julia Oetker",35,1.65,2014,"consumer goods"
"Domenico Dolce",55,1.65,2014,"Dolce & Gabbana"
"Stefano Gabbana",51,1.65,2014,"Dolce & Gabbana"
"Nelson Peltz",71,1.65,2014,"investments"
"Vladimir Kim",53,1.65,2014,"mining"
"Hoang Kieu",69,1.65,2014,"pharmaceuticals"
"Edgar de Picciotto",84,1.65,2014,"private banking"
"Gao Dekang & family",62,1.6,2014,"apparel"
"Eduardo Carmignac",67,1.6,2015,"asset management"
"Don Hankey",70,1.6,2014,"auto loans"
"Julio Bozano",79,1.6,2015,"banking"
"Julio Bozano",78,1.6,2014,"banking"
"Reinold Geiger",67,1.6,2015,"beauty products"
"Hamilton James",62,1.6,2014,"Blackstone Group"
"Yuri Gushchin",69,1.6,2014,"candy, real estate"
"Alexandra Daitch",52,1.6,2015,"Cargill"
"Katherine Tanner",59,1.6,2015,"Cargill"
"Lucy Stitzer",55,1.6,2015,"Cargill"
"Sarah Chaney",61,1.6,2015,"Cargill"
"Du Jiangtao",45,1.6,2015,"chemicals"
"Lee Jay-Hyun",53,1.6,2014,"CJ"
"Jim Justice, II.",62,1.6,2014,"coal"
"Richard Elman",74,1.6,2014,"commodities"
"Mehmet Sinan Tara",55,1.6,2014,"construction"
"Alfred James Clark",86,1.6,2014,"construction"
"D. Leopoldo Del Pino y Calvo-Sotelo",52,1.6,2014,"construction"
"Simonpietro Salini",81,1.6,2014,"construction"
"Vivek Chand Burman",77,1.6,2015,"consumer goods"
"Liu Xuejing",64,1.6,2015,"copper, poultry"
"Liang Xinjun",46,1.6,2014,"diversified"
"Albert von Thurn und Taxis",30,1.6,2014,"diversified"
"Vincent Tan",62,1.6,2014,"diversified"
"Zan Shengda",51,1.6,2015,"diversified"
"Venugopal Dhoot",62,1.6,2014,"electronics"
"Venugopal Dhoot",63,1.6,2015,"electronics"
"Bruce Cheng",79,1.6,2015,"electronics"
"Allan Wong",65,1.6,2015,"electronics"
"Wolfgang Leitner",61,1.6,2015,"engineering"
"Pollyanna Chu",57,1.6,2015,"financial services"
"Pollyanna Chu",56,1.6,2014,"financial services"
"Roberto Angelini Rossi",66,1.6,2015,"forestry, mining"
"Roberto Angelini Rossi",65,1.6,2014,"forestry, mining"
"Phillip Ragon",64,1.6,2014,"health IT"
"Phillip Ragon",65,1.6,2015,"health IT"
"Achmad Hamami & family",83,1.6,2014,"heavy equipment"
"Chase Coleman, III.",38,1.6,2014,"hedge fund"
"Thomas Steyer",57,1.6,2015,"hedge funds"
"Louis Bacon",55,1.6,2014,"hedge funds"
"Alan Howard",51,1.6,2015,"hedge funds"
"Alan Howard",50,1.6,2014,"hedge funds"
"David Einhorn",45,1.6,2014,"hedge funds"
"Gabriel Escarrer",80,1.6,2015,"hotels"
"Petter Stordalen",52,1.6,2015,"hotels"
"Leslie Alexander",71,1.6,2015,"Houston Rockets"
"James Irsay",54,1.6,2014,"Indianapolis Colts"
"Huang Li",51,1.6,2015,"infrared imaging systems"
"Patrick Ryan",76,1.6,2014,"insurance"
"Danil Khachaturov",43,1.6,2015,"insurance, banking, real estate"
"Allan Gray",77,1.6,2015,"investing"
"Wichai Thongtang",68,1.6,2015,"investments"
"Thaksin Shinawatra & family",64,1.6,2014,"investments"
"Joe Jamail, Jr.",88,1.6,2014,"lawsuits"
"Cao Kejian",51,1.6,2014,"manufacturing"
"Gu Wei",49,1.6,2014,"manufacturing"
"Tian Ming",61,1.6,2015,"measuring instruments"
"Gary Michelson",66,1.6,2015,"medical patents"
"Jon Stryker",55,1.6,2014,"medical supplies"
"Igor Altushkin",44,1.6,2015,"metals"
"Dan Gertler",41,1.6,2015,"mining"
"Ana Maria Brescia Cafferata",90,1.6,2015,"mining, banking"
"Alex Beard",47,1.6,2015,"mining, commodities"
"Rosa Brescia Cafferata",88,1.6,2015,"mining, fisheries"
"Stephen Jarislowsky",89,1.6,2015,"money management"
"Stephen Jarislowsky",88,1.6,2014,"money management"
"Mario Gabelli",71,1.6,2014,"money management"
"David Booth",69,1.6,2015,"mutual funds"
"Gary Burrell",76,1.6,2014,"navigation equipment"
"James Clark",70,1.6,2015,"Netscape, investments"
"Karel Komarek",45,1.6,2014,"oil and gas"
"Gregorio Perez Companc",79,1.6,2015,"oil and gas"
"Zhang Hongwei",60,1.6,2015,"oil, banking"
"Sit Kwong Lam",47,1.6,2015,"oil, transportation"
"Denise Coates",46,1.6,2014,"online gambling"
"Simon Xie",45,1.6,2015,"online payment service"
"Suhon Lin",86,1.6,2014,"petrochemicals"
"Suhon Lin",87,1.6,2015,"petrochemicals"
"Wu Yiling",65,1.6,2015,"pharmaceuticals"
"Wong Luen Hei",52,1.6,2014,"pipe manufacturing"
"Ray Davis",72,1.6,2014,"pipelines"
"Gavril Yushvaev",57,1.6,2015,"precious metals, real estate"
"Pham Nhat Vuong",45,1.6,2014,"real estate"
"Boris Mints",56,1.6,2015,"real estate"
"Mangal Prabhat Lodha",58,1.6,2014,"real estate"
"Manuel Villar",65,1.6,2015,"real estate"
"Huang Qisen",50,1.6,2015,"real estate"
"Jitendra Virwani",49,1.6,2015,"real estate"
"Zhou Chengjian",48,1.6,2014,"retail"
"Robert Miller",81,1.6,2015,"retail"
"Robert Miller (UK)",76,1.6,2014,"retail"
"Huang Shaowu",43,1.6,2014,"retail"
"Shin Dong-Bin",60,1.6,2015,"retailing"
"Tsai Ming-Kai",63,1.6,2014,"semiconductors"
"Wen Jianping",52,1.6,2014,"sewage treatment"
"Andrea Della Valle",48,1.6,2014,"shoes"
"Naruatsu Baba",37,1.6,2015,"smartphone game maker"
"Lee Hwa-Kyung",59,1.6,2015,"snack foods"
"Yoshikazu Tanaka",37,1.6,2014,"social networking"
"Goh Peng Ooi",60,1.6,2015,"software"
"Scott Cook",61,1.6,2014,"software"
"Lin Jianhua",52,1.6,2015,"solar"
"John Henry",65,1.6,2015,"sports"
"Ronald Southern",84,1.6,2015,"structures, utilities"
"Joyce Raley Teel",83,1.6,2014,"supermarkets"
"Joop van den Ende",73,1.6,2015,"TV"
"Fu Meicheng",57,1.6,2015,"TV shows, movies"
"Richard Hayne",67,1.6,2015,"Urban Outfitters"
"Pierre Papillaud",78,1.6,2014,"water"
"Benu Gopal Bangur",82,1.55,2014,"cement"
"Ali Ibrahim Agaoglu",60,1.55,2014,"construction"
"Ahsen Ozokur",63,1.55,2014,"food manufacturing"
"Thomas Steyer",56,1.55,2014,"hedge funds"
"Ana Maria Brescia Cafferata",89,1.55,2014,"mining, banking"
"Rosa Brescia Cafferata",87,1.55,2014,"mining, fisheries"
"Wong Kwong Yu & family",44,1.55,2014,"retail"
"Ana Maria Marcondes Penido Sant'Anna",58,1.55,2014,"toll roads"
"Manuel Moroun & family",86,1.55,2014,"transportation"
"Yuriy Kosiuk",45,1.5,2014,"agriculture"
"Cao Kejian",52,1.5,2015,"air compressors"
"Ezra Nahmad",69,1.5,2015,"art"
"Ezra Nahmad",68,1.5,2014,"art collection"
"Cho Tak Wong",68,1.5,2015,"auto parts"
"Alberto Bombassei",74,1.5,2015,"automotive brakes"
"Alfredo Harp Helu & family",70,1.5,2014,"banking"
"Benjamin de Rothschild",51,1.5,2015,"banking"
"Juan Carlos Escotet",54,1.5,2014,"banking"
"Lina Maria Aguiar",77,1.5,2015,"banking inheritance"
"Max Michel Suberville",82,1.5,2015,"beverages"
"Arturo Moreno",68,1.5,2015,"billboards"
"Ralph Sonnenberg",80,1.5,2015,"blinds"
"Gary Magness",61,1.5,2015,"cable, investments"
"Lorenzo Fertitta",46,1.5,2015,"casinos, Ultimate Fighting Championship"
"Frank Fertitta, III.",53,1.5,2015,"casinos, Ultimate Fighting Championship"
"Francesco Gaetano Caltagirone",70,1.5,2014,"cement, diversified"
"Devendra Jain",86,1.5,2015,"chemicals"
"Sun Shoukuan",65,1.5,2015,"chemicals"
"Andrei Bokarev",47,1.5,2014,"coal mining, machine building"
"Timothy Boyle",65,1.5,2015,"Columbia Sportswear"
"Monique Louis-Dreyfus",74,1.5,2014,"commodities"
"Monique Roosmale Nepveu",75,1.5,2015,"commodities"
"Marie-Jeanne Meyer",72,1.5,2014,"commodities"
"Marie-Jeanne Meyer",73,1.5,2015,"commodities"
"Maria Del Pino y Calvo-Sotelo",57,1.5,2014,"construction"
"Maria Del Pino y Calvo-Sotelo",58,1.5,2015,"construction"
"Jose Llado Fernandez-Urrutia",79,1.5,2014,"construction"
"Victor Gradin & family",81,1.5,2014,"construction"
"Sergio Lins Andrade",67,1.5,2015,"construction"
"Sergio Lins Andrade & family",66,1.5,2014,"construction"
"Saad Hariri",44,1.5,2015,"construction, investments"
"Saad Hariri",43,1.5,2014,"construction, investments"
"Edward Stack",60,1.5,2015,"Dick's Sporting Goods"
"Wilma Tisch",87,1.5,2015,"diversified"
"Zhu Yicai",49,1.5,2014,"diversified"
"Vichai Srivaddhanaprabha",56,1.5,2014,"duty-free"
"Nan Cunhui",51,1.5,2015,"electrical power equipment"
"Walter Frey",71,1.5,2015,"Emil Frey Group"
"Rodney Sacks",65,1.5,2015,"energy drinks"
"Anu Aga",72,1.5,2015,"engineering"
"Antony Ressler",53,1.5,2015,"finance"
"David Harding",53,1.5,2015,"finance"
"Robert Mouawad",70,1.5,2015,"fine jewelry"
"Martha Ford",89,1.5,2015,"Ford Motor"
"Josef Boquoi",81,1.5,2015,"frozen foods"
"Erika Pohl-Stroher",95,1.5,2014,"hair products"
"Qiu Jianping",53,1.5,2015,"hand tools"
"Paul Singer",69,1.5,2014,"hedge funds"
"Henry Swieca",57,1.5,2015,"hedge funds"
"Peter Gilgan",64,1.5,2015,"homebuilding"
"Nicholas Pritzker, II.",71,1.5,2015,"hotels, investments"
"Rolf Gerling",60,1.5,2015,"insurance"
"George Joseph",93,1.5,2015,"insurance"
"Jayme Garfinkel",69,1.5,2015,"insurance"
"Nicolas Berggruen",53,1.5,2015,"investments"
"Seth Klarman",57,1.5,2015,"investments"
"He Qiaonv & family",48,1.5,2014,"landscape architecture"
"Thomas Lee",69,1.5,2014,"leveraged buyouts"
"Koo Bon-Moo",69,1.5,2014,"LG"
"Jim Thompson",75,1.5,2015,"logistics"
"Wen Yibo & family",48,1.5,2014,"manufacturing"
"Alfred Mann",89,1.5,2015,"medical devices"
"Gary Michelson",65,1.5,2014,"medical patents"
"Alexander Frolov",49,1.5,2014,"mining, steel"
"Dan Wilks",57,1.5,2014,"natural gas"
"Farris Wilks",62,1.5,2014,"natural gas"
"Tom Benson",86,1.5,2014,"New Orleans Saints"
"Massimo Moratti",68,1.5,2014,"oil"
"Gregorio Perez Companc",78,1.5,2014,"oil and gas"
"Paul Foster",57,1.5,2015,"oil refining"
"Alexander Dzhaparidze",59,1.5,2015,"oil services"
"Chen Tianqiao",41,1.5,2014,"online games"
"Todd Wagner",54,1.5,2015,"online media"
"Murali Divi",63,1.5,2014,"pharmaceuticals"
"Li Li",51,1.5,2015,"pharmaceuticals"
"Lam Kong",49,1.5,2014,"pharmaceuticals"
"Wang Junmin",46,1.5,2015,"pharmaceuticals"
"Faruk Eczacibasi",59,1.5,2014,"pharmaceuticals, diversified"
"Bulent Eczacibasi",65,1.5,2015,"pharmaceuticals, diversified"
"Bulent Eczacibasi",64,1.5,2014,"pharmaceuticals, diversified"
"Robert Coyiuto, Jr.",61,1.5,2014,"power"
"Stanley Perron",92,1.5,2015,"property, retail"
"Jonathan Harmsworth",47,1.5,2015,"publishing"
"Sun Hongbin",52,1.5,2015,"real estate"
"Wei Shaojun",52,1.5,2015,"real estate"
"Xiong Xuqiang",58,1.5,2015,"real estate"
"Geng Jianming",52,1.5,2015,"real estate"
"Chao Teng-Hsiung",71,1.5,2015,"real estate"
"Chen Yung-Tai",79,1.5,2015,"real estate"
"Chen Yung-Tai",78,1.5,2014,"real estate"
"Mofatraj Munot",70,1.5,2015,"real estate"
"Huang Shih Tsai",62,1.5,2014,"real estate"
"Jay Paul",67,1.5,2015,"real estate"
"Katsumi Tada",69,1.5,2015,"real estate"
"Wong Kwong Yu",45,1.5,2015,"retail"
"Jimmy Haslam",60,1.5,2014,"retail"
"Christopher Goldsbury",72,1.5,2015,"salsa"
"Michael Ashcroft",69,1.5,2015,"security"
"Kommer Damen",70,1.5,2015,"shipbuilding"
"Alexandre Grendene Bartelle",64,1.5,2014,"shoes"
"Bobby Murphy",26,1.5,2015,"Snapchat"
"Evan Spiegel",24,1.5,2015,"Snapchat"
"Ravi Jaipuria",59,1.5,2014,"soft drinks"
"Senapathy Gopalakrishnan & family",58,1.5,2014,"software"
"Zhu Gongshan",57,1.5,2015,"solar panel materials"
"John Henry",64,1.5,2014,"sports"
"Vadim Novinsky",50,1.5,2014,"steel"
"Victor Pinchuk",54,1.5,2015,"steel pipes, diversified"
"Purnomo Prawiro",68,1.5,2015,"taxis"
"Mehmet Emin Karamehmet",69,1.5,2014,"telecom, diversified"
"Kenny Troutt",67,1.5,2015,"telecommunications"
"Mehmet Nazif Gunal",66,1.5,2014,"tourism, construction"
"Horst Brandstaetter",80,1.5,2014,"toys"
"Lachhman Das Mittal",84,1.5,2015,"tractors"
"Chang Yung Fa & family",86,1.5,2014,"transportation"
"Richard Hayne",66,1.5,2014,"Urban Outfitters"
"Mark Stevens",54,1.5,2014,"venture capital"
"Vinod Khosla",59,1.5,2014,"venture capital"
"Darwin Deason",74,1.5,2015,"Xerox"
"Wilma Tisch",86,1.45,2014,"diversified"
"Zhang Changhong",56,1.45,2014,"finance information service"
"William Ackman",47,1.45,2014,"hedge funds"
"Richard Scaife",81,1.45,2014,"investments"
"Ajay Piramal",58,1.45,2014,"pharmaceuticals"
"Isidoro Alvarez",79,1.45,2014,"retail"
"Sergei Katsiev",56,1.45,2014,"retail, wholesale"
"Dmitry Kamenshchik",45,1.4,2014,"airport"
"Benedicta Chamberlain",71,1.4,2015,"alcohol"
"Steve Case",56,1.4,2015,"AOL"
"Frank Stronach",82,1.4,2015,"auto parts"
"Peter Unger",69,1.4,2014,"auto repair"
"Vladimir Scherbakov",64,1.4,2014,"autos"
"Alfredo Harp Helu",70,1.4,2015,"banking"
"Oleg Tinkov",46,1.4,2014,"banking"
"Luis Enrique Yarur Rey",63,1.4,2014,"banking"
"Lina Maria Aguiar",76,1.4,2014,"banking inheritance"
"Roman Avdeev",46,1.4,2014,"banking, development"
"Yuri Kovalchuk",62,1.4,2014,"banking, insurance, media"
"Richard Yuengling, Jr.",71,1.4,2014,"beer"
"Stewart Horejsi",77,1.4,2015,"Berkshire Hathaway"
"Len Ainsworth",90,1.4,2014,"betting machines"
"Max Michel Suberville",81,1.4,2014,"beverages"
"Charles Zegar",67,1.4,2015,"Bloomberg LP"
"Alan Gerry",85,1.4,2015,"cable television"
"Alan Gerry",84,1.4,2014,"cable television"
"Charlotte Colket Weber",72,1.4,2015,"Campbell Soup"
"Ryan Graves",31,1.4,2015,"car service"
"Dmitry Mazepin",45,1.4,2014,"chemicals"
"Chen Jianhua",44,1.4,2015,"chemicals"
"Chen Jianhua & family",43,1.4,2014,"chemicals"
"Wei Qi",60,1.4,2015,"chemicals"
"Hamdi Ulukaya",43,1.4,2015,"Chobani yogurt"
"Hamdi Ulukaya",42,1.4,2014,"Chobani yogurt"
"Christopher Cline",56,1.4,2014,"coal"
"Brian Roberts",55,1.4,2015,"Comcast"
"Claude Dauphin",64,1.4,2015,"commodities"
"Alfred James Clark",87,1.4,2015,"construction"
"Francesco Saverio Salini",78,1.4,2014,"construction"
"Clement Fayat",83,1.4,2015,"construction"
"Clement Fayat & family",82,1.4,2014,"construction"
"Arkady Rotenberg",63,1.4,2015,"construction, pipes, banking"
"Radhe Shyam Agarwal",70,1.4,2015,"consumer goods"
"Radhe Shyam Goenka",69,1.4,2015,"consumer goods"
"Harsh Mariwala",63,1.4,2015,"consumer goods"
"Anand Burman",62,1.4,2015,"consumer goods"
"Joao Alves de Queiroz Filho",61,1.4,2014,"consumer goods"
"Jane Lauder",42,1.4,2015,"cosmetics"
"Aerin Lauder Zinterhofer",45,1.4,2015,"cosmetics"
"Antonio Luiz Seabra",72,1.4,2015,"cosmetics"
"Yang Kai",58,1.4,2015,"dairy products"
"Thomas Straumann",51,1.4,2015,"dental implants"
"Ahmet Nazif Zorlu",70,1.4,2015,"diversified"
"Douglas Hsu",72,1.4,2015,"diversified"
"Ye Cheng",53,1.4,2015,"diversified"
"Sanjiv Goenka",54,1.4,2015,"diversified"
"Ranjan Pai",41,1.4,2014,"education"
"Sun Shangchuan & wife",51,1.4,2015,"electronics components"
"Somphote Ahunai",47,1.4,2015,"energy"
"Ahmet Calik",57,1.4,2015,"energy, media, banking"
"Jeff Rothschild",60,1.4,2015,"Facebook"
"Pier Luigi Loro Piana",63,1.4,2015,"fashion"
"Pyotr Kondrashev",65,1.4,2015,"fertilizers"
"Pyotr Kondrashev",64,1.4,2014,"fertilizers"
"Anatoly Lomakin",62,1.4,2015,"fertilizers"
"Anatoly Lomakin",61,1.4,2014,"fertilizers"
"Lee Man Tat",86,1.4,2015,"food"
"Mustafa Latif Topbas",70,1.4,2015,"food manufacturing, retail"
"Thomas Bruch",64,1.4,2015,"food retailing"
"Kagemasa Kozuki",73,1.4,2014,"gaming"
"Richard Chilton Jr",55,1.4,2014,"hedge funds"
"Larry Robbins",44,1.4,2014,"hedge funds"
"Peter Gilgan",63,1.4,2014,"homebuilding"
"Petter Stordalen",51,1.4,2014,"hotels"
"William Heinecke",66,1.4,2015,"hotels"
"Nicholas Pritzker, II.",70,1.4,2014,"hotels, investments"
"Yoshiko Mori",73,1.4,2014,"inherited, Mori Building"
"Shlomo Eliahu",78,1.4,2014,"insurance"
"Herbert Allen, Jr.",75,1.4,2015,"investment banking"
"J. Christopher Flowers",57,1.4,2015,"investments"
"Jonathan Gray",44,1.4,2014,"investments"
"Michael Price",62,1.4,2015,"investments"
"Alberto Cortina",69,1.4,2015,"investments"
"Alberto Cortina",68,1.4,2014,"investments"
"Nicola Bulgari",73,1.4,2014,"luxury goods"
"Paolo Bulgari",76,1.4,2014,"luxury goods"
"Paolo Bulgari",77,1.4,2015,"luxury goods"
"Liu Changqing",62,1.4,2015,"manufacturing"
"Zhu Yicai",50,1.4,2015,"meat products, retailing"
"Surang Prempree",72,1.4,2015,"media"
"Hary Tanoesoedibjo",49,1.4,2015,"media"
"Charles Simonyi",67,1.4,2015,"Microsoft"
"Vladimir Iorich",55,1.4,2014,"mining, steel"
"Hilton Schlosberg",62,1.4,2015,"Monster energy drinks"
"Dan Wilks",58,1.4,2015,"natural gas"
"Farkhad Akhmedov",59,1.4,2015,"natural gas"
"Farkhad Akhmedov",58,1.4,2014,"natural gas"
"Farris Wilks",63,1.4,2015,"natural gas"
"James Clark",69,1.4,2014,"Netscape, investments"
"Gian Marco Moratti",77,1.4,2014,"oil"
"Sun Weijie",51,1.4,2015,"oilfield equipment"
"Wang Kunxiao",44,1.4,2014,"oilfield equipment"
"Todd Wagner",53,1.4,2014,"online media"
"Aziz Akhannouch & family",53,1.4,2014,"petroleum, diversified"
"Li Yihai",52,1.4,2015,"pharmaceuticals"
"Lei Jufang",62,1.4,2015,"pharmaceuticals"
"Lei Jufang",61,1.4,2014,"pharmaceuticals"
"Ma Xingtian",45,1.4,2015,"pharmaceuticals"
"Xiu Laigui",60,1.4,2015,"pharmaceuticals"
"Xu Jingren",70,1.4,2015,"pharmaceuticals"
"Faruk Eczacibasi",60,1.4,2015,"pharmaceuticals, diversified"
"William Young",74,1.4,2015,"Plastics"
"Carol Jenkins Barnett",58,1.4,2015,"Publix supermarkets"
"Radovan Vitek",42,1.4,2014,"real estate"
"Thomas Lau",61,1.4,2015,"real estate"
"Zhang Guiping",63,1.4,2015,"real estate"
"Xiong Xuqiang & family",57,1.4,2014,"real estate"
"David Walentas",75,1.4,2014,"real estate"
"Asok Kumar Hiranandani",60,1.4,2015,"real estate"
"Kei Hoi Pang",49,1.4,2015,"real estate"
"Billy Joe (Red) McCombs",86,1.4,2014,"real estate, oil, cars"
"Takao Yasuda",64,1.4,2014,"retail"
"Albert Blokker",68,1.4,2014,"retail"
"Els Blokker",66,1.4,2014,"retail"
"Nevaldo Rocha",85,1.4,2015,"retail"
"Michel Chalhoub & family",82,1.4,2014,"retail"
"Fawaz Alhokair",49,1.4,2015,"retail, shopping malls"
"Lee Myung-Hee",71,1.4,2015,"retailing"
"Shin Dong-Joo",61,1.4,2015,"retailing"
"Abdul Majeed Alhokair",45,1.4,2015,"retailing, real estate"
"Salman Alhokair",48,1.4,2015,"retailing, shopping malls"
"Christopher Goldsbury",71,1.4,2014,"salsa"
"Hong Ra-Hee",68,1.4,2014,"Samsung"
"Hong Ra-Hee",69,1.4,2015,"Samsung"
"Michael Ashcroft",68,1.4,2014,"security"
"Wen Jianping",53,1.4,2015,"sewage treatment"
"Zhang Zhirong",46,1.4,2015,"shipbuilding"
"Lin Bin",47,1.4,2015,"smartphones"
"Kenji Kasahara",39,1.4,2015,"social networking website"
"Marius Nacht",48,1.4,2014,"software"
"Nandan Nilekani & family",58,1.4,2014,"software services"
"Shao Zhongyi",46,1.4,2015,"soybean trading"
"Ding Shizhong",44,1.4,2015,"sports apparel"
"Rubens Ometto Silveira Mello",65,1.4,2015,"sugar, ethanol"
"Joyce Raley Teel",84,1.4,2015,"supermarkets"
"J. Joe Ricketts",72,1.4,2014,"TD Ameritrade"
"Gleb Fetisov",47,1.4,2014,"telecom, finance"
"Wang Jing",41,1.4,2014,"telecommunications"
"Edmund Ansin",78,1.4,2014,"television"
"Edmund Ansin",78,1.4,2015,"television"
"Kenneth Lo",76,1.4,2015,"Textiles"
"Tiong Hiew King",79,1.4,2015,"timber/media"
"Ana Maria Marcondes Penido Sant'Anna",59,1.4,2015,"toll roads"
"Yang Zhimao",52,1.4,2015,"utilities, real estate"
"Wen Yibo",49,1.4,2015,"wastewater treatment"
"Remo Ruffini",52,1.4,2014,"winter jackets"
"Anton Kathrein, Jr.",29,1.35,2014,"antennas"
"Roger Penske",77,1.35,2014,"cars"
"Kazuo Okada & family",71,1.35,2014,"casinos"
"Oleg Boyko",49,1.35,2014,"entertaiment, retail, real estate"
